依门卖笑	yī/mén/mài/xiào
依阿取容	yī/ē/qǔ/róng
侠女	xiá/nǚ
侠肝义胆	xiá/gān/yì/dǎn
侠骨	xiá/gǔ
侥幸	jiǎo/xìng
侦察员	zhēn/chá/yuán
侦探小说	zhēn/tàn/xiǎo/shuō
侦探片	zhēn/tàn/piàn
侦查	zhēn/chá
侦缉	zhēn/jī
侧击	cè/jī
侧卧	cè/wò
侧向	cè/xiàng
侧室	cè/shì
侧影	cè/yǐng
侧枝	cè/zhī
侧柏	cè/bǎi
侧根	cè/gēn
侧歪	zhāi/wāi
侧泳	cè/yǒng
侧目	cè/mù
侧目而视	cè/mù/ér/shì
侧翼	cè/yì
侧耳	cè/ěr
侧芽	cè/yá
侧视	cè/shì
侧记	cè/jì
侧足而立	cè/zú/ér/lì
侧身	cè/shēn
侧边	cè/biān
侧近	cè/jìn
侧重	cè/zhòng
侧门	cè/mén
侧面	cè/miàn
侨属	qiáo/shǔ
侭多侭少	jǐn/duō/jǐn/shǎo
侯服玉食	hóu/fú/yù/shí
侯爵	hóu/jué
侯门	hóu/mén
侯门似海	hóu/mén/sì/hǎi
侯门如海	hóu/mén/rú/hǎi
侯门深似海	hóu/mén/shēn/sì/hǎi
侵占	qīn/zhàn
便中	biàn/zhōng
便了	biàn/liǎo
便于	biàn/yú
便人	biàn/rén
便佞	pián/nìng
便函	biàn/hán
便利	biàn/lì
便士	biàn/shì
便壶	biàn/hú
便嬖	pián/bì
便安	biàn/ān
便官	biàn/guān
便宜	pián/yí
便宜从事	biàn/yí/cóng/shì
便宜施行	biàn/yí/shī/xíng
便宜行事	biàn/yì/xíng/shì
便宜货	pián/yí/huò
便宴	biàn/yàn
便帽	biàn/mào
便当	biàn/dāng
便所	biàn/suǒ
便捷	biàn/jié
便携式	biàn/xié/shì
便是	biàn/shì
便服	biàn/fú
便条	biàn/tiáo
便桥	biàn/qiáo
便桶	biàn/tǒng
便步	biàn/bù
便步走	biàn/bù/zǒu
便民	biàn/mín
便池	biàn/chí
便溺	biàn/niào
便盆	biàn/pén
便秘	biàn/mì
便笺	biàn/jiān
便签	biàn/qiān
便血	biàn/xuè
便衣	biàn/yī
便装	biàn/zhuāng
便览	biàn/lǎn
便路	biàn/lù
便车	biàn/chē
便辞巧说	biàn/cí/qiǎo/shuō
便道	biàn/dào
便门	biàn/mén
便鞋	biàn/xié
便餐	biàn/cān
便饭	biàn/fàn
促膝谈心	cù/xī/tán/xīn
俄语	é/yǔ
俊俏	jùn/qiào
俊杰廉悍	jùn/jié/lián/hàn
俎上肉	zǔ/shàng/ròu
俎樽折冲	zǔ/zūn/zhé/chōng
俏丽	qiào/lì
俏头	qiào/tou
俏成俏败	xiào/chéng/xiào/bài
俏皮	qiào/pí
俏皮话	qiào/pí/huà
俏脸	qiào/liǎn
俏货	qiào/huò
俐落	lì/luò
俐齿伶牙	lì/chǐ/líng/yá
俗下文字	sú/xià/wén/zì
俗不可医	sú/bù/kě/yī
俗不可耐	sú/bù/kě/nài
俗体	sú/tǐ
俗体字	sú/tǐ/zì
俗家	sú/jiā
俗曲	sú/qǔ
俗称	sú/chēng
俗语	sú/yǔ
俗谚口碑	sú/yàn/kǒu/bēi
俚曲	lǐ/qǔ
俚语	lǐ/yǔ
俛拾仰取	fǔ/shí/yǎng/qǔ
俛拾地芥	bì/shí/dì/jiè
俛首帖耳	mǎ/shǒu/tiē/ěr
保不住	bǎo/bú/zhù
保不定	bǎo/bù/dìng
保不齐	bǎo/bù/qí
保价	bǎo/jià
保单	bǎo/dān
保国安民	bǎo/guó/ān/mín
保境息民	bǎo/jìng/xī/mín
保外执行	bǎo/wài/zhí/xíng
保家卫国	bǎo/jiā/wèi/guó
保底	bǎo/dǐ
保得住	bǎo/de/zhù
保有	bǎo/yǒu
保残守缺	bǎo/cán/shǒu/quē
保泰持盈	bǎo/tài/chì/yíng
保盈持泰	bǎo/yíng/chì/tài
保真度	bǎo/zhēn/dù
保票	bǎo/piào
保税区	bǎo/shuì/qū
保管员	bǎo/guǎn/yuán
保育员	bǎo/yù/yuán
保藏	bǎo/cáng
保重	bǎo/zhòng
保长	bǎo/zhǎng
保险柜	bǎo/xiǎn/guì
保鲜	bǎo/xiān
俞允	yú/yǔn
俟河之清	sì/hé/zhī/qīng
俠多俠少	jǐn/duō/jǐn/shǎo
信义	xìn/yì
信从	xìn/cóng
信以为真	xìn/yǐ/wéi/zhēn
信仰	xìn/yǎng
信件	xìn/jiàn
信任	xìn/rèn
信使	xìn/shǐ
信函	xìn/hán
信及豚鱼	xìn/jí/tún/yú
信口	xìn/kǒu
信口开合	xìn/kǒu/kāi/hé
信口开呵	xìn/kǒu/kāi/hē
信口开喝	xìn/kǒu/kāi/hē
信口开河	xìn/kǒu/kāi/hé
信口胡言	xìn/kǒu/hú/yán
信口雌黄	xìn/kǒu/cí/huáng
信史	xìn/shǐ
信号	xìn/hào
信号弹	xìn/hào/dàn
信号旗	xìn/hào/qí
信号枪	xìn/hào/qiāng
信号灯	xìn/hào/dēng
信士	xìn/shì
信天游	xìn/tiān/yóu
信天翁	xìn/tiān/wēng
信奉	xìn/fèng
信女	xìn/nǚ
信守	xìn/shǒu
信守不渝	xìn/shǒu/bù/yú
信实	xìn/shí
信封	xìn/fēng
信差	xìn/chāi
信徒	xìn/tú
信得过	xìn/dé/guò
信心	xìn/xīn
信念	xìn/niàn
信息	xìn/xī
信息论	xìn/xī/lùn
信手	xìn/shǒu
信手拈来	xìn/shǒu/niān/lái
信托	xìn/tuō
信据	xìn/jù
信教	xìn/jiào
信服	xìn/fú
信札	xìn/zhá
信条	xìn/tiáo
信标	xìn/biāo
信步	xìn/bù
信步而行	xìn/bù/ér/xíng
信汇	xìn/huì
信物	xìn/wù
信用	xìn/yòng
信用合作社	xìn/yòng/hé/zuò/shè
信用社	xìn/yòng/shè
信皮儿	xìn/pí/er
信石	xìn/shí
信笔	xìn/bǐ
信笔涂鸦	xìn/bǐ/tú/yā
信笺	xìn/jiān
信筒	xìn/tǒng
信箱	xìn/xiāng
信纸	xìn/zhǐ
信而好古	xìn/ér/hào/gǔ
信而有征	xìn/ér/yǒu/zhēng
信而有证	xìn/ér/yǒu/zhèng
信言不美	xìn/yán/bù/měi
信誉	xìn/yù
信誓旦旦	xìn/shì/dàn/dàn
信访	xìn/fǎng
信贷	xìn/dài
信赏必罚	xìn/shǎng/bì/fá
信赖	xìn/lài
信道	xìn/dào
信邪	xìn/xié
信风	xìn/fēng
信马由缰	xìn/mǎ/yóu/jiāng
信鸽	xìn/gē
俨乎其然	yǎn/hū/qí/rán
俩人	liǎ/rén
俭不中礼	jiǎn/bù/zhòng/lǐ
俭以养廉	jiǎn/yǐ/yǎng/lián
俭以养德	jiǎn/yǐ/yǎng/dé
俭可养廉	jiǎn/kě/yǎng/lián
俭存奢失	jiǎn/cún/shē/shī
俭故能广	jiǎn/gù/néng/guǎng
俭朴	jiǎn/pǔ
俭省	jiǎn/shěng
俭约	jiǎn/yuē
俭腹高谈	jiǎn/fù/gāo/tán
修女	xiū/nǚ
修好	xiū/hǎo
修心养性	xiū/xīn/yǎng/xìng
修文偃武	xiū/wén/yǎn/wǔ
修旧起废	xiū/jiù/qǐ/fèi
修枝	xiū/zhī
修桥补路	xiū/qiáo/bǔ/lù
修正	xiū/zhèng
修正主义	xiū/zhèng/zhǔ/yì
修盖	xiū/gài
修真养性	xiū/zhēn/yǎng/xìng
修短随化	xiū/duǎn/suí/huà
修筑	xiū/zhù
修行	xiū/xíng
修身洁行	xiū/shēn/jié/xíng
修辞立诚	xiū/cí/lì/chéng
修长	xiū/cháng
修饰边幅	xiū/shì/biān/fú
修鳞养爪	xiū/lín/yǎng/zhǎo
修齐治平	xiū/qí/zhì/píng
俯仰	fǔ/yǎng
俯仰之间	fǔ/yǎng/zhī/jiān
俯仰唯唯	fǔ/yǎng/wéi/wéi
俯仰无愧	fǔ/yǎng/wú/kuì
俯仰由人	fǔ/yǎng/yóu/rén
俯仰随人	fǔ/yǎng/suí/rén
俯冲	fǔ/chōng
俯拾仰取	fǔ/shí/yǎng/qǔ
俯拾即是	fǔ/shí/jí/shì
俯拾地芥	fǔ/shí/dì/jiè
俯拾皆是	fǔ/shí/jiē/shì
俯角	fǔ/jiǎo
俯首听命	fǔ/shǒu/tīng/mìng
俯首就缚	fǔ/shǒu/jiù/fù
俯首帖耳	fǔ/shǒu/tiē/ěr
俯首弭耳	fǔ/shǒu/mǐ/ěr
俯首戢耳	fǔ/shǒu/jí/ěr
俯首贴耳	fǔ/shǒu/tiē/ěr
俱乐部	jù/lè/bù
俱收并蓄	jù/shōu/bìng/xù
俳句	pái/jù
俺们	ǎn/men
俺家	ǎn/jiā
俾夜作昼	bǐ/yè/zuò/zhòu
俾昼作夜	bǐ/zhòu/zuò/yè
倍数	bèi/shù
倍日并行	bèi/rì/bìng/xíng
倍率	bèi/lǜ
倍道兼行	bèi/dào/jiān/xíng
倍道兼进	bèi/dào/jiān/jìn
倍道而行	bèi/dào/ér/xíng
倍道而进	bèi/dào/ér/jìn
倍频	bèi/pín
倏地	shū/dì
倏忽之间	shū/hū/zhī/jiān
倒三颠四	dǎo/sān/diān/sì
倒下	dǎo/xià
倒不	dào/bù
倒不是	dào/bú/shì
倒不错	dào/bú/cuò
倒也	dào/yě
倒买倒卖	dǎo/mǎi/dǎo/mài
倒产	dào/chǎn
倒仓	dǎo/cāng
倒伏	dǎo/fú
倒休	dǎo/xiū
倒像	dào/xiàng
倒儿爷	dǎo/er/yé
倒冠落佩	dǎo/guān/luò/pèi
倒冠落珮	dǎo/guàn/luò/pèi
倒凤颠鸾	dǎo/fèng/diān/luán
倒出	dào/chū
倒出去	dào/chū/qù
倒出来	dào/chū/lái
倒刺	dào/cì
倒剪	dào/jiǎn
倒包	dǎo/bāo
倒卖	dǎo/mài
倒卖违禁品	dǎo/mài/wéi/jìn/pǐn
倒卵形	dào/luǎn/xíng
倒卷	dào/juǎn
倒反	dǎo/fǎn
倒叙	dào/xù
倒台	dǎo/tái
倒吊	dào/diào
倒向	dào/xiàng
倒嗓	dǎo/sǎng
倒嚼	dǎo/jiào
倒因为果	dǎo/yīn/wéi/guǒ
倒圈	dǎo/juàn
倒在地上	dǎo/zài/dì/shang
倒地	dǎo/dì
倒坍	dǎo/tān
倒垂	dǎo/chuí
倒垃圾	dào/lā/jī
倒塌	dǎo/tā
倒头	dǎo/tóu
倒头便睡	dào/tóu/biàn/shuì
倒好	dào/hǎo
倒好儿	dǎo/hǎo/ér
倒屣相迎	dào/xǐ/xiāng/yíng
倒山倾海	dǎo/shān/qīng/hǎi
倒峡泻河	dǎo/xiá/xiè/hé
倒带	dào/dài
倒带键	dào/dài/jiàn
倒序	dǎo/xù
倒序词典	dào/xù/cí/diǎn
倒座	dǎo/zuò
倒廪倾囷	dǎo/lǐn/qīng/qūn
倒弄	dǎo/nòng
倒彩	dào/cǎi
倒影	dào/yǐng
倒悬	dào/xuán
倒悬之危	dào/xuán/zhī/wēi
倒悬之急	dào/xuán/zhī/jí
倒悬之苦	dào/xuán/zhī/kǔ
倒憋气	dào/biē/qì
倒戈	dǎo/gē
倒戈卸甲	dǎo/gē/xiè/jiǎ
倒戢干戈	dǎo/jí/gān/gē
倒手	dǎo/shǒu
倒打一瓦	dào/dǎ/yī/wǎ
倒打一耙	dào/dǎ/yī/pá
倒执手版	dǎo/zhí/shǒu/bǎn
倒找	dǎo/zhǎo
倒把	dǎo/bǎ
倒抽一口冷气	dào/chōu/yì/kǒu/lěng/qì
倒持太阿	dǎo/chí/tài/ā
倒持干戈	dǎo/chí/gān/gē
倒持戈矛	dǎo/chí/gē/máo
倒持手板	dǎo/chí/shǒu/bǎn
倒持泰阿	dào/chí/tài/ē
倒挂	dào/guà
倒挂金钟	dào/guà/jīn/zhōng
倒换	dǎo/huàn
倒接	dào/jiē
倒插	dào/chā
倒插门	dào/chā/mén
倒收付息	dào/shōu/fù/xī
倒放	dào/fàng
倒数	dào/shǔ
倒数式	dào/shù/shì
倒数比	dào/shù/bǐ
倒数计时	dào/shǔ/jì/shí
倒映	dào/yìng
倒春寒	dǎo/chūn/hán
倒是	dǎo/shì
倒替	dǎo/tì
倒板	dǎo/bǎn
倒果为因	dào/guǒ/wéi/yīn
倒栽葱	dǎo/zāi/cōng
倒档	dào/dàng
倒欠	dào/qiàn
倒毙	dǎo/bì
倒水	dào/shuǐ
倒流	dào/liú
倒海翻江	dǎo/hǎi/fān/jiāng
倒灌	dào/guàn
倒灶	dǎo/zào
倒爷	dǎo/yé
倒片	dào/piàn
倒片机	dào/piàn/jī
倒牌子	dǎo/pái/zi
倒牙	dǎo/yá
倒班	dǎo/bān
倒睫	dào/jié
倒空	dào/kōng
倒立	dào/lì
倒算	dǎo/suàn
倒箧倾囊	dǎo/qiè/qīng/náng
倒箧倾筐	dǎo/qiè/qīng/kuāng
倒粪	dào/fèn
倒绷孩儿	dào/bēng/hái/ér
倒置	dào/zhì
倒置干戈	dào/zhì/gān/gē
倒胃口	dǎo/wèi/kǒu
倒背如流	dào/bèi/rú/liú
倒背手	dào/bèi/shǒu
倒脉冲	dào/mài/chōng
倒腾	dǎo/téng
倒苦水	dào/kǔ/shuǐ
倒茬	dǎo/chá
倒茶	dào/chá
倒虹吸管	dào/hóng/xī/guǎn
倒血霉	dǎo/xuè/méi
倒行逆施	dào/xíng/nì/shī
倒街卧巷	dǎo/jiē/wò/xiàng
倒装	dào/zhuāng
倒装句	dào/zhuāng/jù
倒装词序	dào/zhuāng/cí/xù
倒裳索领	dào/cháng/suǒ/lǐng
倒许	dào/xǔ
倒读数	dào/dú/shù
倒账	dǎo/zhàng
倒账卷逃	dǎo/zhàng/juǎn/tǎo
倒贴	dào/tiē
倒赔	dào/péi
倒踏门	dào/tà/mén
倒车	dào/chē
倒转	dào/zhuǎn
倒转来说	dào/zhuǎn/lái/shuō
倒轮闸	dào/lún/zhá
倒载干戈	dào/zài/gān/gē
倒过儿	dào/guò/ér
倒过去	dào/guò/qù
倒过来	dào/guò/lái
倒运	dǎo/yùn
倒退	dào/tuì
倒退一步	dào/tuì/yí/bù
倒酒	dào/jiǔ
倒金字塔	dào/jīn/zì/tǎ
倒锁	dào/suǒ
倒锁上门	dào/suǒ/shàng/mén
倒错	dǎo/cuò
倒闭	dǎo/bì
倒阁	dǎo/gé
倒霉	dǎo/méi
倒风	dào/fēng
倒飞	dào/fēi
倔头倔脑	juè/tou/juè/nǎo
倔头强脑	juè/tóu/jiàng/nǎo
倔强	jué/jiàng
倔强倨傲	jué/jiàng/jù/ào
倔犟	juè/jiàng
倘佯	cháng/yáng
倘使	tǎng/shǐ
倘或	tǎng/huò
倘来之物	tǎng/lái/zhī/wù
倘然	tǎng/rán
倘若	tǎng/ruò
候场	hòu/chǎng
候教	hòu/jiào
候车	hòu/chē
候车室	hòu/chē/shì
候风地动仪	hòu/fēng/dì/dòng/yí
倚人庐下	yǐ/rén/lú/xià
倚傍门户	yǐ/bàng/mén/hù
倚势凌人	yǐ/shì/líng/rén
倚天拔地	yǐ/tiān/bá/dì
倚姣作媚	yǐ/jiāo/zuò/mèi
倚官仗势	yǐ/guān/zhàng/shì
倚官挟势	yǐ/guān/xié/shì
倚强凌弱	yǐ/qiáng/líng/ruò
倚玉偎香	yǐ/yù/wēi/xiāng
倚翠偎红	yǐ/cuì/wēi/hóng
倚老卖老	yǐ/lǎo/mài/lǎo
倚草附木	yǐ/cǎo/fù/mù
倚财仗势	yǐ/cái/zhàng/shì
倚重	yǐ/zhòng
倚门倚闾	yǐ/mén/yǐ/lǚ
倚门傍户	yǐ/mén/bàng/hù
倚门卖俏	yǐ/mén/mài/qiào
倚门卖笑	yǐ/mén/mài/xiào
倚门献笑	yǐ/mén/xiàn/xiào
倚门窥户	yǐ/mén/kuī/hù
倚闾望切	yǐ/lǘ/wàng/qiē
倚马七纸	yǐ/mǎ/qī/zhǐ
倚马千言	yǐ/mǎ/qiān/yán
倚马可待	yǐ/mǎ/kě/dài
倜傥不羁	tì/tǎng/bù/jī
倜傥不群	tì/tǎng/bù/qún
借东风	jiè/dōng/fēng
借书留真	jiè/shū/liú/zhēn
借交报仇	jiè/jiāo/bào/chóu
借公行私	jiè/gōng/xíng/sī
借刀杀人	jiè/dāo/shā/rén
借剑杀人	jiè/jiàn/shā/rén
借助	jiè/zhù
借古喻今	jiè/gǔ/yù/jīn
借古讽今	jiè/gǔ/fěng/jīn
借坡下驴	jiè/pō/xià/lǘ
借客报仇	jiè/kè/bào/chóu
借宿	jiè/sù
借尸还阳	jiè/shī/huán/yáng
借尸还魂	jiè/shī/huán/hún
借据	jiè/jù
借景生情	jiè/jǐng/shēng/qíng
借条	jiè/tiáo
借水推船	jiè/shuǐ/tuī/chuán
借水行舟	jiè/shuǐ/xíng/zhōu
借箸代筹	jiè/zhù/dài/chóu
借篷使风	jiè/péng/shǐ/fēng
借花献佛	jiè/huā/xiàn/fó
借读	jiè/dú
借调	jiè/diào
借贷无门	jiè/dài/wú/mén
借身报仇	jiè/shēn/bào/chóu
借酒浇愁	jiè/jiǔ/jiāo/chóu
借重	jiè/zhòng
借镜观形	jiè/jìng/guān/xíng
借面吊丧	jiè/miàn/diào/sāng
借题发挥	jiè/tí/fā/huī
借风使船	jiè/fēng/shǐ/chuán
倡优	chàng/yōu
倡导	chàng/dǎo
倡情冶思	chàng/qíng/yě/sī
倡条冶叶	chāng/tiáo/yě/yè
倡而不和	chàng/ér/bù/hè
倡言	chàng/yán
倡议	chàng/yì
倡议书	chàng/yì/shū
倥侗	kōng/tóng
倦尾赤色	juàn/wěi/chì/sè
倦鸟知还	juàn/niǎo/zhī/huán
倩人捉刀	qiàn/rén/zhuō/dāo
倩女离魂	qiàn/nǚ/lí/hún
倭寇	wō/kòu
倭瓜	wō/guā
债券	zhài/quàn
债务重组	zhài/wù/chóng/zǔ
债台高筑	zhài/tái/gāo/zhù
债多不愁	zhài/duō/bù/chóu
值当	zhí/dàng
值得	zhí/de
值得一提	zhí/dé/yì/tí
倾侧	qīng/cè
倾倒	qīng/dǎo
倾吐	qīng/tǔ
倾囊	qīng/náng
倾国倾城	qīng/guó/qīng/chéng
倾城倾国	qīng/chéng/qīng/guó
倾家	qīng/jiā
倾家破产	qīng/jiā/pò/chǎn
倾家竭产	qīng/jiā/jié/chǎn
倾家荡产	qīng/jiā/dàng/chǎn
倾家败产	qīng/jiā/bài/chǎn
倾巢出动	qīng/cháo/chū/dòng
倾巢而出	qīng/cháo/ér/chū
倾心吐胆	qīng/xīn/tǔ/dǎn
倾抱写诚	qīng/bào/xiě/chéng
倾摇懈弛	qīng/yáo/xiè/chí
倾斜度	qīng/xié/dù
倾柯卫足	qīng/kē/wèi/zú
倾泄	qīng/xiè
倾盆大雨	qīng/pén/dà/yǔ
倾盖	qīng/gài
倾盖如故	qīng/gài/rú/gù
倾筐倒庋	qīng/kuāng/dào/guǐ
倾筐倒箧	qīng/kuāng/dào/qiè
倾箱倒箧	qīng/xiāng/dào/qiè
倾耳注目	qīng/ěr/zhù/mù
倾耳细听	qīng/ěr/xì/tīng
倾耳而听	qīng/ěr/ér/tīng
倾肝沥胆	qīng/gān/lì/dǎn
倾肠倒肚	qīng/cháng/dào/dǔ
倾角	qīng/jiǎo
偃兵修文	yǎn/bīng/xiū/wén
偃旗仆鼓	yǎn/qí/pú/gǔ
偃旗卧鼓	yǎn/qí/wò/gǔ
偃旗息鼓	yǎn/qí/xī/gǔ
偃武休兵	yǎn/wǔ/xiū/bīng
偃武修文	yǎn/wǔ/xiū/wén
偃武兴文	yǎn/wǔ/xīng/wén
偃武崇文	yǎn/wǔ/chóng/wén
偃武息戈	yǎn/wǔ/xī/gē
偃武櫜兵	yǎn/wǔ/gāo/bīng
偃武行文	yǎn/wǔ/xíng/wén
偃武觌文	yǎn/wǔ/dí/wén
偃甲息兵	yǎn/jiǎ/xī/bīng
偃革为轩	yǎn/gé/wéi/xuān
偃革倒戈	yǎn/gé/dǎo/gē
偃革尚文	yǎn/gé/shàng/wén
偃鼠饮河	yǎn/shǔ/yǐn/hé
假人假义	jiǎ/rén/jiǎ/yì
假人辞色	jiǎ/rén/cí/sè
假仁假义	jiǎ/rén/jiǎ/yì
假仁假意	jiǎ/rén/jiǎ/yì
假以辞色	jiǎ/yǐ/cí/sè
假公济私	jiǎ/gōng/jì/sī
假公营私	jiǎ/gōng/yíng/sī
假分数	jiǎ/fēn/shù
假力于人	jiǎ/lì/yú/rén
假名托姓	jiǎ/míng/tuō/xìng
假惺惺	jiǎ/xīng/xīng
假慈悲	jiǎ/cí/bēi
假戏真做	jiǎ/xì/zhēn/zuò
假手于人	jiǎ/shǒu/yú/rén
假日	jià/rì
假期	jià/qī
假条	jià/tiáo
假植	jiǎ/zhí
假洋鬼子	jiǎ/yáng/guǐ/zi
假痴不癫	jiǎ/chī/bù/diān
假痴假呆	jiǎ/chī/jiǎ/dāi
假眉三道	jiǎ/méi/sān/dào
假虎张威	jiǎ/hǔ/zhāng/wēi
假言	jiǎ/yán
假誉驰声	jiǎ/yù/chí/shēng
假话	jiǎ/huà
假途灭虢	jiǎ/tú/miè/guó
假道	jiǎ/dào
假道灭虢	jiǎ/dào/miè/guó
假门假事	jiǎ/mén/jiǎ/shì
假门假氏	jiǎ/mén/jiǎ/shì
假面	jiǎ/miàn
假髻	jiǎ/jì
偈语	jì/yǔ
偌大	ruò/dà
偎干就湿	wēi/gān/jiù/shī
偎慵堕懒	wēi/yōng/duò/lǎn
偎红倚翠	wēi/hóng/yǐ/cuì
偏三向四	piān/sān/xiàng/sì
偏乡僻壤	piān/xiāng/pì/rǎng
偏信	piān/xìn
偏信则暗	piān/xìn/zé/àn
偏听偏信	piān/tīng/piān/xìn
偏听偏言	piān/tīng/piān/yán
偏好	piān/hǎo
偏差	piān/chā
偏裨	piān/pí
偏要	piān/yào
偏重	piān/zhòng
偏食	piān/shí
偕生之疾	xié/shēng/zhī/jí
偕行	xié/xíng
做一天和尚撞一天钟	zuò/yī/tiān/hé/shàng/zhuàng/yī/tiān/zhōng
做一日和尚撞一天钟	zuò/yī/rì/hé/shàng/zhuàng/yī/tiān/zhōng
做一日和尚撞一日钟	zuò/yī/rì/hé/shàng/zhuàng/yī/rì/zhōng
做亲	zuò/qīn
做人做世	zuò/rén/zuò/shì
做假	zuò/jiǎ
做刚做柔	zuò/gāng/zuò/róu
做好事	zuò/hǎo/shì
做好做恶	zuò/hǎo/zuò/è
做好做歹	zuò/hǎo/zuò/dǎi
做小伏低	zuò/xiǎo/fú/dī
做张做势	zuò/zhāng/zuò/shì
做张做智	zuò/zhāng/zuò/zhì
做张做致	zuò/zhāng/zuò/zhì
做神做鬼	zuò/shén/zuò/guǐ
做衣服	zuò/yī/fu
做贼心虚	zuò/zéi/xīn/xū
做鬼做神	zuò/guǐ/zuò/shén
停云落月	tíng/yún/luò/yuè
停妻再娶	tíng/qī/zài/qǔ
停当	tíng/dàng
停泊	tíng/bó
停滞不前	tíng/zhì/bù/qián
停留长智	tíng/liú/zhǎng/zhì
停车	tíng/chē
停辛伫苦	tíng/xīn/zhù/kǔ
停辛贮苦	tíng/xīn/zhù/kǔ
停食	tíng/shí
健将	jiàn/jiàng
健步如飞	jiàn/bù/rú/fēi
偭规越矩	miǎn/guī/yuè/jǔ
偭规错矩	miǎn/guī/cuò/jǔ
偶一为之	ǒu/yī/wéi/zhī
偶函数	ǒu/hán/shù
偶发	ǒu/fā
偶变投隙	ǒu/biàn/tóu/xì
偶合	ǒu/hé
偷东摸西	tōu/dōng/mō/xī
偷偷摸摸	tōu/tōu/mō/mō
偷合取容	tōu/hé/qǔ/róng
偷合苟从	tōu/hé/gǒu/cóng
偷合苟容	tōu/hé/gǒu/róng
偷声细气	tōu/shēng/xì/qì
偷天换日	tōu/tiān/huàn/rì
偷媚取容	tōu/mèi/qǔ/róng
偷安旦夕	tōu/ān/dàn/xī
偷寒送暖	tōu/hán/sòng/nuǎn
偷工减料	tōu/gōng/jiǎn/liào
偷梁换柱	tōu/liáng/huàn/zhù
偷狗戏鸡	tōu/gǒu/xì/jī
偷空	tōu/kòng
偷营劫寨	tōu/yíng/jié/zhài
偷闲躲静	tōu/xián/duǒ/jìng
偷香窃玉	tōu/xiāng/qiè/yù
偷鸡不着蚀把米	tōu/jī/bù/zhe/shí/bǎ/mǐ
偷鸡摸狗	tōu/jī/mō/gǒu
偷鸡盗狗	tōu/jī/dào/gǒu
偿其大欲	cháng/qí/dà/yù
偿还	cháng/huán
傀儡	kuǐ/lěi
傅立叶	fù/lì/yè
傅粉何郎	fù/fěn/hé/láng
傅粉施朱	fù/fěn/shī/zhū
傍人篱壁	bàng/rén/lí/bì
傍人篱落	bàng/rén/lí/luò
傍人门户	bàng/rén/mén/hù
傍花随柳	bàng/huā/suí/liǔ
傍若无人	páng/ruò/wú/rén
傍观冷眼	bàng/guān/lěng/yǎn
傍观者审，当局者迷	bàng/guān/zhě/shěn/<py_unk>/dāng/jú/zhě/mí
傍观者清	bàng/guān/zhě/qīng
傥来之物	tǎng/lái/zhī/wù
傧相	bīn/xiàng
储备	chǔ/bèi
储存	chǔ/cún
储蓄	chǔ/xù
储蓄银行	chǔ/xù/yín/háng
储藏	chǔ/cáng
储量	chǔ/liàng
傫如丧狗	lěi/rú/sàng/gǒu
催人泪下	cuī/rén/lèi/xià
催化	cuī/huà
催化剂	cuī/huà/jì
催化裂化	cuī/huà/liè/huà
催发	cuī/fā
催吐剂	cuī/tǔ/jì
催泪弹	cuī/lèi/dàn
催泪炸弹	cuī/lèi/zhà/dàn
催眠曲	cuī/mián/qǔ
催眠术	cuī/mián/shù
催迫	cuī/pò
傲不可长	ào/bù/kě/zhǎng
傲世轻物	ào/shì/qīng/wù
傲头傲脑	ào/tóu/ào/nǎo
傲慢不逊	ào/màn/bù/xùn
傲慢少礼	ào/màn/shǎo/lǐ
傲慢无礼	ào/màn/wú/lǐ
傲然屹立	ào/rán/yì/lì
傲然挺立	ào/rán/tǐng/lì
傲睨一世	ào/nì/yī/shì
傲睨一切	ào/nì/yī/qiè
傲睨万物	ào/nì/wàn/wù
傲睨得志	ào/nì/dé/zhì
傲睨自若	ào/nì/zì/ruò
傲贤慢士	ào/xián/màn/shì
傲雪凌霜	ào/xuě/líng/shuāng
傲雪欺霜	ào/xuě/qī/shuāng
傲霜斗雪	ào/shuāng/dòu/xuě
傲骨	ào/gǔ
傲骨嶙嶙	ào/gǔ/lín/lín
傻乐	shǎ/lè
傻劲儿	shǎ/jìn/er
傻呵呵	shǎ/hē/hē
傻头傻脑	shǎ/tóu/shǎ/nǎo
像形夺名	xiàng/xíng/duó/míng
像心像意	xiàng/xīn/xiàng/yì
像心如意	xiàng/xīn/rú/yì
像心称意	xiàng/xīn/chēng/yì
像心适意	xiàng/xīn/shì/yì
像模像样	xiàng/mó/xiàng/yàng
像煞有介事	xiàng/shà/yǒu/jiè/shì
像片	xiàng/piàn
僚属	liáo/shǔ
僧多粥少	sēng/duō/zhōu/shǎo
僬侥	jiāo/yáo
僭赏滥刑	jiàn/shǎng/làn/xíng
僮仆	tóng/pú
僵化	jiāng/huà
僵李代桃	jiāng/lǐ/dài/táo
僵桃代李	jiāng/táo/dài/lǐ
僻字涩句	pì/zì/sè/jù
僻巷	pì/xiàng
僻远	pì/yuǎn
儋石之储	dàn/shí/zhī/chǔ
儒家	rú/jiā
儒将	rú/jiàng
儒教	rú/jiào
儒术	rú/shù
儒雅风流	rú/yǎ/fēng/liú
儗不于伦	lǐ/bù/yú/lún
儗非其伦	nǐ/fēi/qí/lún
儿化	ér/huà
儿女	ér/nǚ
儿女之情	ér/nǚ/zhī/qíng
儿女亲家	ér/nǚ/qìng/jiā
